#"ESOLMET-CIE | Temixco, Mor.; Longitud:99º14';  Latitud:18º51';  Altitud:1219 msnm;  ",,,,,,,,
#,Irradiancia,,,,,,,
#Fecha,Directa,Global,Difusa,UV,Temperatura,Humedad,Viento Vel.,Presiòn Bar.
#aaaa/mm/dd hh:mm:ss,W/m^2,W/m^2,W/m^2,W/m^2,ºC,%,m/s,mbar
#,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
2019-01-01 00:00:00,0.028,0,0,0,17.85,59.02,0.723,875.2408
2019-01-01 00:10:00,0.182,0,0,0,18.29,59.84,1.385,875.1749
2019-01-01 00:20:00,0,0,0,0,17.92,60.08,0.057,874.8231
2019-01-01 00:30:00,0.066,0,0,0,17.91,61.51,0.003,874.7002
2019-01-01 00:40:00,0.069,0,0,0,17.94,61.41,0.467,874.6029
2019-01-01 00:50:00,0,0,0,0,17.69,61.27,0.438,874.8728
2019-01-01 01:00:00,0.007,0,0,0,17.58,61.85,1.01,874.8152
2019-01-01 01:10:00,0.229,0,0,0,17.62,60.56,0.984,874.9052
2019-01-01 01:20:00,0.244,0,0,0,17.76,62.26,1.065,874.8314
2019-01-01 01:30:00,0.003,0,0,0,17.34,64.61,1.248,874.8318
2019-01-01 01:40:00,0.011,0,0,0,17.03,63.83,1.729,874.8968
2019-01-01 01:50:00,0.251,0,0,0,17.35,62.87,1.633,874.709
2019-01-01 02:00:00,0.061,0,0,0,17.15,64.41,1.888,874.6843
2019-01-01 02:10:00,0.127,0,0,0,16.88,61,2.19,874.709
2019-01-01 02:20:00,0.028,0,0,0,16.6,64.48,1.695,874.7194
2019-01-01 02:30:00,0.066,0,0,0,16.2,68.77,1.065,874.6824
2019-01-01 02:40:00,0.002,0,0,0,15.75,68.67,1.255,874.6703
2019-01-01 02:50:00,0.046,0,0,0,15.59,64.48,1.798,874.5961
2019-01-01 03:00:00,0.389,0,0,0,16.02,59.16,2.031,874.5817
2019-01-01 03:10:00,0.185,0,0,0,16.32,55.69,1.896,874.4674
2019-01-01 03:20:00,0.27,0,0,0,16.74,57.97,1.991,874.4836
2019-01-01 03:30:00,0.08,0,0,0,16.3,57.87,2.021,874.4805
2019-01-01 03:40:00,0.009,0,0,0,15.97,60.97,1.811,874.3732
2019-01-01 03:50:00,0,0,0,0,15.68,60.05,1.062,874.2881
2019-01-01 04:00:00,0.135,0,0,0,15.77,58.21,1.488,874.209
2019-01-01 04:10:00,0.141,0,0,0,15.92,58.15,1.809,874.1697
2019-01-01 04:20:00,0.174,0,0,0,15.88,58.25,2.554,874.2197
2019-01-01 04:30:00,0.06,0,0,0,15.68,60.8,2.679,874.2719
2019-01-01 04:40:00,0,0,0,0,14.95,63.53,1.543,874.4129
2019-01-01 04:50:00,0,0,0,0,14.96,64.62,1.026,874.601
2019-01-01 05:00:00,0.311,0,0,0,15.11,58.59,2.17,874.6093
2019-01-01 05:10:00,0.252,0,0,0,15.68,63.36,2.454,874.5357
2019-01-01 05:20:00,0,0,0,0,14.52,65.44,3.006,874.4781
2019-01-01 05:30:00,0.01,0,0,0,14.48,65.13,2.121,874.4373
2019-01-01 05:40:00,0.101,0,0,0,14.86,64.31,1.633,874.3965
2019-01-01 05:50:00,0,0,0,0,14.4,67.83,1.755,874.3805
2019-01-01 06:00:00,0.118,0,0,0,14.1,68.61,2.45,874.6094
2019-01-01 06:10:00,0.186,0,0,0,14.13,64.28,2.726,874.642
2019-01-01 06:20:00,0.171,0,0,0,14.47,66.53,3.046,874.601
2019-01-01 06:30:00,0.108,0,0,0,14.39,66.43,3.031,874.6337
2019-01-01 06:40:00,0.218,0,0,0,14.67,64.96,2.449,874.7899
2019-01-01 06:50:00,0.123,0,0,0,14.36,62.1,2.279,875.1658
2019-01-01 07:00:00,0.186,0,0,0,14.95,60.43,1.284,875.2963
2019-01-01 07:10:00,0.075,0.045,0,0,14.96,63.16,0.902,875.2751
2019-01-01 07:20:00,0,3.022,2.162,0,14.63,61.32,0.046,875.3355
2019-01-01 07:30:00,51.69,14.1,9.04,0,14.84,60.6,0.958,875.7079
2019-01-01 07:40:00,280.7,41.27,16.2,0,15,59.61,1.275,875.9434
2019-01-01 07:50:00,391.6,70.66,22.2,0,15.19,59.71,0.888,876.0168
2019-01-01 08:00:00,481.4,102.7,27.32,0,15.55,58.28,0.872,876.1475
2019-01-01 08:10:00,551.9,136.4,31.57,0,16.15,57.26,0.081,876.2863
2019-01-01 08:20:00,616.4,173,34.99,0,17.04,53.03,0,876.2963
2019-01-01 08:30:00,669.5,213.6,39.35,0,18.68,47.5,0.304,876.4208
2019-01-01 08:40:00,718.4,255.4,41.68,0,18.37,50.3,0.679,876.4325
2019-01-01 08:50:00,711.8,281,43.39,0,18.7,48.15,1.145,876.7068
2019-01-01 09:00:00,760.6,324.1,45.2,0,19.63,44.51,0.56,876.8854
2019-01-01 09:10:00,807,369,47.58,0,20.98,43.55,0.837,877.0814
2019-01-01 09:20:00,821,404.6,50.54,0,21.04,47.2,1.151,877.1955
2019-01-01 09:30:00,839,438.4,52.05,0,21.57,48.05,1.075,877.1458
2019-01-01 09:40:00,865,477.3,52.52,0,21.39,48.73,2.12,876.9266
2019-01-01 09:50:00,878,509,53.76,0,21.6,46.62,1.743,877.4169
2019-01-01 10:00:00,887,540.9,56.37,0,21.36,48.59,2.551,877.6856
2019-01-01 10:10:00,894,569.4,58.39,0,21.32,49.11,2.344,877.3712
2019-01-01 10:20:00,903,595.6,59.83,0,22.12,46.75,1.637,877.2247
2019-01-01 10:30:00,908,622.7,61.94,0,22.76,46.92,1.898,877.3206
2019-01-01 10:40:00,915,648.6,63.31,0,23.16,47.03,1.821,877.4068
2019-01-01 10:50:00,924,676.4,65.29,0,22.95,48.97,2.834,877.3397
2019-01-01 11:00:00,937,701,64.69,0,22.91,47.71,2.513,877.0582
2019-01-01 11:10:00,944,719.6,63.78,0,23.72,43.65,2.148,876.8088
2019-01-01 11:20:00,950,738.3,64.22,0,24.13,40.38,2.069,876.634
2019-01-01 11:30:00,953,754.8,63.68,0,24.53,32.34,2.667,876.4691
2019-01-01 11:40:00,959,773.5,64.91,0,24.09,33.15,2.924,876.4107
2019-01-01 11:50:00,966,787.3,65.02,0,24.7,28.55,2.483,876.0286
2019-01-01 12:00:00,962,795.4,66.08,0,25,29.3,2.413,875.764
2019-01-01 12:10:00,955,803,69.88,0,25.27,29.88,2.964,875.5243
2019-01-01 12:20:00,939,800,73.98,0,25.7,30.83,1.314,875.2128
2019-01-01 12:30:00,928,802,79.21,0,25.93,28.79,2.557,875.1581
2019-01-01 12:40:00,917,801,83.5,0,25.65,28.21,2.263,874.8271
2019-01-01 12:50:00,926,823,97.7,0,26.26,26.23,2.6,874.35
2019-01-01 13:00:00,933,851,119.9,0,26.63,25.62,2.116,874.1117
2019-01-01 13:10:00,823,831,172.1,0,27.09,23.85,2.151,874.0024
2019-01-01 13:20:00,596.9,698.2,189.8,0,26.76,25.31,1.791,873.7897
2019-01-01 13:30:00,740.7,792.7,183.5,0,27.01,23.13,1.444,873.8635
2019-01-01 13:40:00,480.4,579.5,157.5,0,27.55,24.46,1.573,873.4581
2019-01-01 13:50:00,161.3,348.8,164.1,0,26.03,26.03,2.203,873.629
2019-01-01 14:00:00,692.7,750.4,195.3,0,26.45,23.95,1.474,873.4081
2019-01-01 14:10:00,693.4,695.9,158.1,0,27.06,23.1,1.276,873.6641
2019-01-01 14:20:00,748.1,681.3,123.2,0,27.28,22.35,0.891,873.1735
2019-01-01 14:30:00,622.1,602.8,139.3,0,27.73,22.38,1.255,873.1762
2019-01-01 14:40:00,421.9,490.5,162.7,0,27.44,21.05,0.653,873.3182
2019-01-01 14:50:00,788.3,693.3,152.3,0,27.88,21.63,0.865,873.3169
2019-01-01 15:00:00,586,529.5,127,0,28.31,21.05,0.518,873.0415
2019-01-01 15:10:00,588.7,552.3,157.6,0,28.06,23.16,1.674,872.7437
2019-01-01 15:20:00,674.7,586.9,158.7,0,27.32,22.72,2.186,872.5623
2019-01-01 15:30:00,634.3,543.3,157.5,0,27.19,22.59,2.134,872.731
2019-01-01 15:40:00,656,534.8,158.7,0,27.63,21.87,1.111,872.8241
2019-01-01 15:50:00,613.1,476.5,142,0,28.82,21.19,1.396,872.4451
2019-01-01 16:00:00,744.7,512.4,133.8,0,29.19,20.64,0.828,872.564
2019-01-01 16:10:00,642.5,433.9,121.7,0,29.32,21.05,1.474,872.6102
2019-01-01 16:20:00,535,338.1,91.3,0,29.07,21.6,0.535,872.8849
2019-01-01 16:30:00,450.2,275.3,77.97,0,27.98,22.86,1.946,872.9093
2019-01-01 16:40:00,562.5,299.5,79.58,0,28,22.04,1.077,872.7619
2019-01-01 16:50:00,614.2,291,74.91,0,28.61,21.46,1.297,872.4734
2019-01-01 17:00:00,491.2,219.4,61.6,0,27.83,22.04,1.36,872.6338
2019-01-01 17:10:00,306.2,139.9,48.64,0,28.09,22.04,0.864,872.6995
2019-01-01 17:20:00,229.7,104.9,42.57,0,27.68,22.55,0.861,872.8661
2019-01-01 17:30:00,296.5,109.5,45.1,0,28,21.74,0.025,872.5247
2019-01-01 17:40:00,217,82.4,40.32,0,28.05,23.13,1.054,872.87
2019-01-01 17:50:00,25.51,36.17,26.88,0,26.57,23.75,1.635,872.7807
2019-01-01 18:00:00,4.243,16.91,13.3,0,26.09,23.68,2.046,872.8972
2019-01-01 18:10:00,0.18,4.702,3.097,0,25.86,25.38,2.339,873.1201
2019-01-01 18:20:00,0,0.086,0,0,25.23,25.55,2.205,873.1024
2019-01-01 18:30:00,0,0,0,0,24.66,27.39,2.151,873.0862
2019-01-01 18:40:00,0,0,0,0,24.19,28.52,2.638,873.2778
2019-01-01 18:50:00,0,0,0,0,23.04,33.43,3.5,873.4539
2019-01-01 19:00:00,0,0,0,0,21.39,37.55,3.92,873.5044
2019-01-01 19:10:00,0,0,0,0,20.88,37.35,3.833,873.7531
2019-01-01 19:20:00,0,0,0,0,20.65,38.71,3.064,873.6656
2019-01-01 19:30:00,0,0,0,0,20.5,39.39,2.181,873.8005
2019-01-01 19:40:00,0,0,0,0,20.23,39.97,1.914,873.8984
2019-01-01 19:50:00,0,0,0,0,20.08,40.38,1.901,873.7368
2019-01-01 20:00:00,0.006,0,0,0,20.07,39.05,1.64,874.3249
2019-01-01 20:10:00,0,0,0,0,20.32,38.61,1.254,874.423
2019-01-01 20:20:00,0,0,0,0,20.05,41.4,1.376,874.5372
2019-01-01 20:30:00,0,0,0,0,19.24,42.8,1.616,874.3481
2019-01-01 20:40:00,0,0,0,0,19,41.74,2.02,874.1287
2019-01-01 20:50:00,0.061,0,0,0,19.41,39.97,1.785,874.3494
2019-01-01 21:00:00,0.001,0,0,0,19.72,39.39,0.806,874.226
2019-01-01 21:10:00,0,0,0,0,19.55,38.51,0.024,874.4233
2019-01-01 21:20:00,0.139,0,0,0,19.7,37.76,0.768,874.619
2019-01-01 21:30:00,0.315,0,0,0,19.83,38.92,1.252,874.5945
2019-01-01 21:40:00,0.157,0,0,0,19.38,39.02,1.003,874.5945
2019-01-01 21:50:00,0.337,0,0,0,19.8,35.47,1.595,874.6517
2019-01-01 22:00:00,0.118,0,0,0,20.08,35.64,1.155,874.5781
2019-01-01 22:10:00,0.121,0,0,0,20.13,34.83,0.894,874.5702
2019-01-01 22:20:00,0.297,0,0,0,20.3,37.31,1.027,874.643
2019-01-01 22:30:00,0,0,0,0,19.27,38.75,0.391,874.7665
2019-01-01 22:40:00,0.046,0,0,0,19.35,36.74,0.164,874.7422
2019-01-01 22:50:00,0.192,0,0,0,19.65,38.75,0.781,874.872
2019-01-01 23:00:00,0.258,0,0,0,19.63,36.43,1.146,874.9551
2019-01-01 23:10:00,0.268,0,0,0,19.99,37.28,1.251,874.9865
2019-01-01 23:20:00,0.067,0,0,0,19.87,35,1.973,874.7251
2019-01-01 23:30:00,0.274,0,0,0,20.13,35.61,2.255,874.6682
2019-01-01 23:40:00,0,0,0,0,19.59,39.33,1.408,874.8237
2019-01-01 23:50:00,0,0,0,0,18.88,38.64,0.531,874.9872
2019-01-02 00:00:00,0,0,0,0,18.64,40.69,0.295,875.1674
2019-01-02 00:10:00,0.207,0,0,0,18.46,40.48,1.816,875.3066
2019-01-02 00:20:00,0.155,0,0,0,18.54,40.59,1.851,875.5349
2019-01-02 00:30:00,0.096,0,0,0,18.13,39.87,2.605,875.4614
2019-01-02 00:40:00,0.032,0,0,0,17.67,45.12,2.909,875.3625
2019-01-02 00:50:00,0.036,0,0,0,17.38,42.12,3.004,875.3474
2019-01-02 01:00:00,0.063,0,0,0,17.54,45.63,2.444,875.4371
2019-01-02 01:10:00,0,0,0,0,17.26,45.94,1.738,875.4611
2019-01-02 01:20:00,0,0,0,0,17.32,45.9,1.946,875.3799
2019-01-02 01:30:00,0.011,0,0,0,17.44,46.07,1.804,875.5186
2019-01-02 01:40:00,0,0,0,0,17.01,46.75,1.891,875.5595
2019-01-02 01:50:00,0.149,0,0,0,17.11,48.66,2.186,875.5268
2019-01-02 02:00:00,0.077,0,0,0,16.96,44.78,1.619,875.6579
2019-01-02 02:10:00,0.003,0,0,0,17.12,46.14,1.513,875.592
2019-01-02 02:20:00,0,0,0,0,16.68,51.87,2.14,875.5221
2019-01-02 02:30:00,0,0,0,0,15.8,52.75,2.316,875.5291
2019-01-02 02:40:00,0.098,0,0,0,15.94,50.4,2.275,875.5698
2019-01-02 02:50:00,0.223,0,0,0,16.31,49.21,3.291,875.5877
2019-01-02 03:00:00,0.188,0,0,0,16.52,48.9,3.293,875.5659
2019-01-02 03:10:00,0.142,0,0,0,16.7,48.02,2.79,875.5836
2019-01-02 03:20:00,0.002,0,0,0,16.54,49.31,2.629,875.506
2019-01-02 03:30:00,0.005,0,0,0,16.33,48.97,2.436,875.3627
2019-01-02 03:40:00,0,0,0,0,16.22,51.73,2.203,875.5363
2019-01-02 03:50:00,0,0,0,0,15.77,51.36,1.048,875.5521
2019-01-02 04:00:00,0,0,0,0,15.73,53.51,1.476,875.6718
2019-01-02 04:10:00,0,0,0,0,15.27,54.19,2.146,875.7935
2019-01-02 04:20:00,0.001,0,0,0,15.18,54.06,2.086,875.8502
2019-01-02 04:30:00,0.17,0,0,0,15.32,53.37,2.404,875.7242
2019-01-02 04:40:00,0.017,0,0,0,15.14,54.22,2.405,875.8769
2019-01-02 04:50:00,0.023,0,0,0,14.91,55.32,1.73,875.9774
2019-01-02 05:00:00,0.001,0,0,0,14.9,56.34,1.765,876.1046
2019-01-02 05:10:00,0.036,0,0,0,14.98,55.21,1.603,876.261
2019-01-02 05:20:00,0.152,0,0,0,14.99,55.52,1.453,876.2201
2019-01-02 05:30:00,0,0,0,0,14.76,58.79,1.664,876.3196
2019-01-02 05:40:00,0,0,0,0,14.14,59.07,1.655,876.4088
2019-01-02 05:50:00,0.136,0,0,0,14.39,58.32,1.881,876.4686
2019-01-02 06:00:00,0.052,0,0,0,14.24,58.32,2.044,876.6003
2019-01-02 06:10:00,0.197,0,0,0,14.53,58.11,1.859,876.5688
2019-01-02 06:20:00,0.061,0,0,0,14.39,59.54,1.934,876.6642
2019-01-02 06:30:00,0.315,0,0,0,14.84,56.95,2.576,876.8205
2019-01-02 06:40:00,0,0,0,0,14.31,59.71,2.665,877.1897
2019-01-02 06:50:00,0,0,0,0,14.18,60.16,2.601,877.3368
2019-01-02 07:00:00,0,0,0,0,13.97,61.56,2.278,877.6269
2019-01-02 07:10:00,0.058,0,0.016,0,13.92,60.06,1.675,877.7634
2019-01-02 07:20:00,0.03,3.039,2.506,0,14.17,60.36,0.753,877.5908
2019-01-02 07:30:00,14.63,13.14,9.27,0,13.88,61.66,1.429,877.7328
2019-01-02 07:40:00,227.6,37.61,17.35,0,14.4,57.81,1.584,877.8003
2019-01-02 07:50:00,346.9,67.24,24.2,0,14.89,58.28,1.731,877.7282
2019-01-02 08:00:00,443.5,100,29.93,0,15.09,59.24,1.923,877.7482
2019-01-02 08:10:00,522.2,135,34.98,0,15.43,56.99,1.796,877.5984
2019-01-02 08:20:00,585.3,172.2,39.66,0,16.29,55.66,1.137,877.7191
2019-01-02 08:30:00,635.9,210.4,43.17,0,16.92,54.29,0.316,877.7861
2019-01-02 08:40:00,682.1,250,47.06,0,18.41,49.17,0.002,877.7942
2019-01-02 08:50:00,711.2,286.7,51.38,0,19.47,49.86,0.56,877.692
2019-01-02 09:00:00,733.3,330.3,58.1,0,19.62,48.39,1.3,877.9251
2019-01-02 09:10:00,765,376.2,68.16,0,20.2,43.58,1.328,877.9401
2019-01-02 09:20:00,773.4,412,74.01,0,20.63,43.93,2.164,877.6036
2019-01-02 09:30:00,770.9,430.8,70.66,0,20.91,43.55,1.9,877.6863
2019-01-02 09:40:00,799.4,463.2,67.2,0,20.84,43.86,2.179,877.7202
2019-01-02 09:50:00,807,493.9,70.76,0,20.95,40.96,2.525,878.0627
2019-01-02 10:00:00,819,540.3,86.3,0,20.73,42.29,2.528,878.4798
2019-01-02 10:10:00,692,520.7,105.4,0,21.35,40.45,2.077,878.5208
2019-01-02 10:20:00,600.4,500.6,114.2,0,21.27,42.77,2.257,878.7371
2019-01-02 10:30:00,533.9,489.3,123.5,0,21.55,42.15,2.235,878.3337
2019-01-02 10:40:00,680.4,587.6,124.8,0,21.33,41.51,2.711,878.236
2019-01-02 10:50:00,778,676.9,140.7,0,22.14,40.62,2.261,878.1429
2019-01-02 11:00:00,705.8,662.5,154.6,0,22.31,40.07,1.542,878.155
2019-01-02 11:10:00,756.4,734.9,180.6,0,22.86,39.6,2.042,878.0974
2019-01-02 11:20:00,575.5,701.3,245,0,23.27,37.59,1.493,878.1638
2019-01-02 11:30:00,241,513.2,272.8,0,23.35,39.22,2.138,877.9457
2019-01-02 11:40:00,217.1,518.1,292,0,23.25,39.63,1.781,877.6581
2019-01-02 11:50:00,220.1,534.6,301.8,0,23.02,39.73,1.682,877.2759
2019-01-02 12:00:00,258.7,586.7,319.5,0,23.49,39.39,1.894,877.0421
2019-01-02 12:10:00,74.77,421.4,302.2,0,23.32,38.57,2.05,876.6635
2019-01-02 12:20:00,289.8,578.6,291.2,0,23.63,39.01,1.725,876.4725
2019-01-02 12:30:00,177.3,512.5,310,0,23.46,39.25,2.271,876.398
2019-01-02 12:40:00,99.3,445,307.4,0,23.73,36.73,1.555,875.9897
2019-01-02 12:50:00,220.9,569,328.6,0,23.85,37.14,1.441,875.6902
2019-01-02 13:00:00,292.6,652.1,355.8,0,23.7,38.03,1.505,875.5354
2019-01-02 13:10:00,69.39,457.4,343.7,0,23.84,37.24,2.129,875.3818
2019-01-02 13:20:00,132,519.6,355.9,0,24.36,36.69,2.12,875.1002
2019-01-02 13:30:00,196.1,569.2,356.4,0,24.94,34.68,1.484,874.7375
2019-01-02 13:40:00,58.81,421.2,323.6,0,24.91,33.32,0.444,874.5283
2019-01-02 13:50:00,26.26,374.5,306.2,0,25.19,33.83,0.483,874.4462
2019-01-02 14:00:00,46.97,374,289.2,0,24.75,33.66,1.192,874.3666
2019-01-02 14:10:00,48.68,361.1,277.3,0,25.25,32.6,0.452,874.0695
2019-01-02 14:20:00,86,375,258.1,0,25.35,33.7,0.879,873.8666
2019-01-02 14:30:00,27.58,286.8,223.3,0,25.17,32.57,1.198,873.9176
2019-01-02 14:40:00,4.164,233.9,199,0,24.99,33.49,0.218,873.6277
2019-01-02 14:50:00,2.31,247.5,219.3,0,25.31,33.01,0.559,873.3031
2019-01-02 15:00:00,1.217,247.2,220.1,0,25,33.97,1.081,873.2369
2019-01-02 15:10:00,11.97,242.8,206.3,0,24.88,34.11,0.86,873.2554
2019-01-02 15:20:00,43.97,278.3,216.2,0,25.15,33.36,0.659,873.2139
2019-01-02 15:30:00,129.1,330.7,221.6,0,25.6,33.32,0.506,873.0684
2019-01-02 15:40:00,162.1,376.8,247.8,0,25.75,32.33,0.138,873.1157
2019-01-02 15:50:00,215.3,364.4,214.4,0,26,31.04,0.541,873.2296
2019-01-02 16:00:00,97.7,244,162.8,0,25.97,32.37,0.275,873.1408
2019-01-02 16:10:00,55.09,190.8,136.7,0,25.93,31.52,0.617,872.9615
2019-01-02 16:20:00,526,398.7,147.3,0,26.42,29.33,0.494,873.1653
2019-01-02 16:30:00,314.8,279.4,125.4,0,26.87,30.97,0.996,873.2139
2019-01-02 16:40:00,88.3,170.2,116.7,0,26.15,31.92,0.911,873.1136
2019-01-02 16:50:00,150.2,163.6,91.9,0,25.94,31.55,1.23,873.1454
2019-01-02 17:00:00,92.5,113.7,69.26,0,25.61,32.4,0.981,873.2051
2019-01-02 17:10:00,21.61,72.53,54.6,0,25.26,33.12,0.966,873.3927
2019-01-02 17:20:00,7.305,55.3,43.84,0,25,33.9,0.081,873.4412
2019-01-02 17:30:00,0.156,42.54,34.75,0,24.65,36.56,0,873.3627
2019-01-02 17:40:00,0.307,34.2,28.66,0,23.8,40.92,0,873.386
2019-01-02 17:50:00,3.356,26.43,22.05,0,23.07,43,0.633,873.6979
2019-01-02 18:00:00,18.47,16.85,12.71,0,22.51,40.99,1.359,873.7467
2019-01-02 18:10:00,0.581,4.788,3.424,0,22.09,45.59,1.108,873.8199
2019-01-02 18:20:00,0,0.129,0,0,21.6,45.6,1.751,874.2525
2019-01-02 18:30:00,0,0,0,0,21.11,47.23,2.326,873.8323
2019-01-02 18:40:00,0,0,0,0,20.37,47.16,3.004,873.8582
2019-01-02 18:50:00,0,0,0,0,20.35,49.68,2.97,873.932
2019-01-02 19:00:00,0,0,0,0,19.54,50.57,3.005,874.3502
2019-01-02 19:10:00,0,0,0,0,19.27,52.85,3.268,874.283
2019-01-02 19:20:00,0,0,0,0,18.95,54.56,2.921,874.5709
2019-01-02 19:30:00,0,0,0,0,18.77,55.58,2.651,874.5451
2019-01-02 19:40:00,0,0,0,0,18.46,56.67,2.838,874.7752
2019-01-02 19:50:00,0,0,0,0,18.07,55.92,2.73,875.0854
2019-01-02 20:00:00,0,0,0,0,17.88,53.91,2.379,874.9537
2019-01-02 20:10:00,0.184,0,0,0,18.11,47.37,2.569,875.0121
2019-01-02 20:20:00,0.006,0,0,0,18.26,45.97,1.808,875.4782
2019-01-02 20:30:00,0.071,0,0,0,18.23,44.68,2.123,875.5595
2019-01-02 20:40:00,0.181,0,0,0,18.32,44.57,2.669,875.3381
2019-01-02 20:50:00,0.001,0,0,0,18.07,44.06,2.541,875.2161
2019-01-02 21:00:00,0.073,0,0,0,18.09,43.24,2.056,875.4124
2019-01-02 21:10:00,0,0,0,0,18.08,44.03,1.382,875.3959
2019-01-02 21:20:00,0.015,0,0,0,17.28,44.37,1.898,875.4042
2019-01-02 21:30:00,0.388,0,0,0,17.88,41.68,2.879,875.4043
2019-01-02 21:40:00,0.163,0,0,0,17.91,44.47,2.613,875.5518
2019-01-02 21:50:00,0,0,0,0,17.37,46.82,1.868,875.7313
2019-01-02 22:00:00,0.001,0,0,0,17.23,45.9,1.589,875.5758
2019-01-02 22:10:00,0.135,0,0,0,17.39,47.64,1.974,875.7068
2019-01-02 22:20:00,0,0,0,0,17.11,47.64,1.368,875.6328
2019-01-02 22:30:00,0,0,0,0,17.19,48.19,0.706,875.601
2019-01-02 22:40:00,0.011,0,0,0,17,48.56,0.735,875.9113
2019-01-02 22:50:00,0.044,0,0,0,16.79,50.84,1.373,875.9688
2019-01-02 23:00:00,0.147,0,0,0,16.62,51.05,1.781,875.9487
2019-01-02 23:10:00,0.009,0,0,0,16.51,48.87,1.31,875.9055
2019-01-02 23:20:00,0.227,0,0,0,17.24,45.16,1.048,875.8753
2019-01-02 23:30:00,0.268,0,0,0,17.5,50.2,1.385,875.8234
2019-01-02 23:40:00,0.018,0,0,0,16.81,48.46,1.345,875.785
2019-01-02 23:50:00,0,0,0,0,16.64,50.23,1.151,875.7161
2019-01-03 00:00:00,0,0,0,0,16.55,48.22,1.002,875.7714
2019-01-03 00:10:00,0,0,0,0,16.15,49.59,0.939,875.8068
2019-01-03 00:20:00,0.028,0,0,0,16.08,48.33,1.091,875.9366
2019-01-03 00:30:00,0.334,0,0,0,16.57,49.18,1.491,875.9356
2019-01-03 00:40:00,0.326,0,0,0,16.32,50.89,1.76,876.0252
2019-01-03 00:50:00,0.172,0,0,0,15.98,51.94,1.989,876.0943
2019-01-03 01:00:00,0.124,0,0,0,15.77,49.86,1.933,876.1064
2019-01-03 01:10:00,0.141,0,0,0,16.11,52.15,2.027,876.2693
2019-01-03 01:20:00,0.015,0,0,0,15.43,52.96,2.245,876.2731
2019-01-03 01:30:00,0.233,0,0,0,15.68,52.11,2.621,876.2518
2019-01-03 01:40:00,0.05,0,0,0,15.51,53.95,2.585,876.1373
2019-01-03 01:50:00,0.091,0,0,0,15.54,53.85,2.361,876.1841
2019-01-03 02:00:00,0.024,0,0,0,15.2,56.13,2.601,876.0892
2019-01-03 02:10:00,0,0,0,0,14.95,56.31,2.616,876.2283
2019-01-03 02:20:00,0,0,0,0,14.67,58.76,2.248,875.9997
2019-01-03 02:30:00,0.003,0,0,0,14.28,57.81,2.424,875.9506
2019-01-03 02:40:00,0.187,0,0,0,14.58,55.96,2.268,875.9509
2019-01-03 02:50:00,0.128,0,0,0,14.7,58.62,1.695,875.9918
2019-01-03 03:00:00,0.118,0,0,0,14.35,56.48,2.514,876.0486
2019-01-03 03:10:00,0.083,0,0,0,14.41,58.62,2.576,875.9835
2019-01-03 03:20:00,0.077,0,0,0,14.47,57.94,2.273,875.9507
2019-01-03 03:30:00,0.154,0,0,0,14.6,56.48,2.229,876.0001
2019-01-03 03:40:00,0.182,0,0,0,14.94,57.12,1.778,876.1142
2019-01-03 03:50:00,0.161,0,0,0,14.71,56.78,1.725,875.9751
2019-01-03 04:00:00,0.198,0,0,0,14.71,56.41,1.833,875.959
2019-01-03 04:10:00,0.061,0,0,0,14.79,59.27,2.156,875.9256
2019-01-03 04:20:00,0.206,0,0,0,14.68,57.16,2.845,875.8293
2019-01-03 04:30:00,0.27,0,0,0,15.13,59.61,2.729,875.8974
2019-01-03 04:40:00,0.017,0,0,0,14.26,57.29,2.495,875.8702
2019-01-03 04:50:00,0.223,0,0,0,14.75,58.21,2.375,875.9512
2019-01-03 05:00:00,0.058,0,0,0,14.65,59.2,2.533,875.9346
2019-01-03 05:10:00,0.029,0,0,0,14.41,59.68,2.029,875.9097
2019-01-03 05:20:00,0.034,0,0,0,14.33,58.96,2.094,875.7789
2019-01-03 05:30:00,0.017,0,0,0,14.25,60.84,2.265,875.7143
2019-01-03 05:40:00,0.005,0,0,0,14.13,59.75,2.135,875.9507
2019-01-03 05:50:00,0.103,0,0,0,14.23,59.17,2.13,875.8716
2019-01-03 06:00:00,0.164,0,0,0,14.34,57.57,1.994,875.9536
2019-01-03 06:10:00,0.258,0,0,0,14.58,55.28,2.081,876.1402
2019-01-03 06:20:00,0.226,0,0,0,14.56,55.18,2.013,876.2457
2019-01-03 06:30:00,0.071,0,0,0,14.65,57.06,1.748,876.2867
2019-01-03 06:40:00,0,0,0,0,14.43,58.59,1.389,876.574
2019-01-03 06:50:00,0.109,0,0,0,14.21,54.26,1.292,876.6251
2019-01-03 07:00:00,0.161,0,0,0,14.5,60.46,1.668,876.7458
2019-01-03 07:10:00,0,2.367,1.618,0,13.71,61.86,1.75,876.925
2019-01-03 07:20:00,0.224,4.073,3.552,0,13.65,62.31,1.894,877.15
2019-01-03 07:30:00,0.322,7.838,7.386,0,13.81,57.64,2.161,877.2775
2019-01-03 07:40:00,0.365,18.6,17.04,0,14.13,60.74,1.855,877.5486
2019-01-03 07:50:00,0.397,32.53,29.2,0,13.87,60.33,1.856,877.6487
2019-01-03 08:00:00,2.663,50.09,45.02,0,14.54,57.46,1.77,877.8131
2019-01-03 08:10:00,5.525,65.84,59.1,0,15.37,53.03,2.024,877.9245
