#"ESOLMET-CIE | Temixco, Mor.; Longitud:99º14';  Latitud:18º51';  Altitud:1219 msnm;  ",,,,,,,,
#,Irradiancia,,,,,,,
#Fecha,Directa,Global,Difusa,UV,Temperatura,Humedad,Viento Vel.,Presiòn Bar.
#aaaa/mm/dd hh:mm:ss,W/m^2,W/m^2,W/m^2,W/m^2,ºC,%,m/s,mbar
#,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
2019-01-14 10:50:00,613,644.2,205,0,20.22,46.07,2.541,882.2171
2019-01-14 11:00:00,539.5,619,209,0,20.59,45.83,1.809,881.8896
2019-01-14 11:10:00,458.6,621.5,249,0,20.95,45.19,1.762,881.8731
2019-01-14 11:20:00,373.9,613.2,284.4,0,21.07,45.7,2.575,881.5594
2019-01-14 11:30:00,327,576.9,274.4,0,21.27,43.79,2.329,881.2829
2019-01-14 11:40:00,485.6,700.8,286.9,0,22.18,42.36,2.401,881.2233
2019-01-14 11:50:00,535.6,735.9,283.7,0,22.95,39.97,1.015,880.9416
2019-01-14 12:00:00,549.2,732.1,262.6,0,23.6,40.69,1.856,880.7559
2019-01-14 12:10:00,531.5,746.6,282.5,0,23.18,40.1,1.941,880.561
2019-01-14 12:20:00,521.9,750,291,0,23.83,38.3,1.645,880.4751
2019-01-14 12:30:00,302.7,600.1,295.7,0,23.6,40.37,2.386,880.2656
2019-01-14 12:40:00,224.3,538.2,296.5,0,23.54,39.62,0.666,880.1067
2019-01-14 12:50:00,452.2,706,289.1,0,23.49,39.08,1.536,880.0044
2019-01-14 13:00:00,361.1,579.1,239.6,0,23.82,37.14,0.607,879.7289
2019-01-14 13:10:00,319.1,554,242.1,0,24.89,38.64,1.459,879.6089
2019-01-14 13:20:00,355.5,581.8,247.8,0,24.05,38.26,1.197,879.3096
2019-01-14 13:30:00,558.8,727.8,249,0,24.7,37.34,1.364,879.106
2019-01-14 13:40:00,598.8,752.9,247,0,24.54,38.84,2.287,878.8425
2019-01-14 13:50:00,570.2,722.3,243.3,0,24.7,37.89,1.746,878.6309
2019-01-14 14:00:00,577.1,710.3,234.4,0,25.02,37.1,1.279,878.5314
2019-01-14 14:10:00,484.3,627.1,222.2,0,25.2,37.37,1.456,878.3342
2019-01-14 14:20:00,378.3,545.3,216.2,0,24.34,39.96,2.013,878.3394
2019-01-14 14:30:00,524.4,660.2,242.8,0,25.24,35.91,1.084,877.9994
2019-01-14 14:40:00,508.9,626.1,230.2,0,25.22,37.61,1.683,877.866
2019-01-14 14:50:00,482.9,597.4,227,0,24.98,36.22,2.168,877.8695
2019-01-14 15:00:00,484.6,578,218.9,0,25.24,36.22,2.46,877.5671
2019-01-14 15:10:00,473.6,554.2,213.8,0,25.36,37,1.456,877.4777
2019-01-14 15:20:00,450.9,523.9,208.8,0,25.06,35.98,0.86,877.3889
2019-01-14 15:30:00,366.5,457.1,199.6,0,26.19,34.85,1.325,877.4172
2019-01-14 15:40:00,394.5,470.2,208.1,0,25.64,36.49,1.657,877.3267
2019-01-14 15:50:00,306.2,390.3,187.3,0,25.34,35.98,1.633,877.1454
2019-01-14 16:00:00,233.8,326.3,170.2,0,25.57,35.7,1.216,876.9587
2019-01-14 16:10:00,163.9,273.2,160.8,0,25.26,36.69,1.217,876.7015
2019-01-14 16:20:00,167.9,280.1,171.6,0,25.55,35.23,0.752,876.7607
2019-01-14 16:30:00,285.9,343.1,189.6,0,26.5,33.01,0.261,876.8757
2019-01-14 16:40:00,212.6,272.7,160.3,0,26.4,34.41,1.236,876.9207
2019-01-14 16:50:00,182.4,239.5,147.4,0,26.07,35.26,0.911,876.9968
2019-01-14 17:00:00,181.5,201.4,119.5,0,25.95,35.09,1.217,877.0108
2019-01-14 17:10:00,115.3,152,97.8,0,25.56,35.26,1.33,876.8905
2019-01-14 17:20:00,142.5,130.9,78.45,0,25.31,35.67,1.514,876.8532
2019-01-14 17:30:00,108.6,122.3,82.2,0,25.44,34.07,0.819,876.8815
2019-01-14 17:40:00,81.6,87.7,60.51,0,25.69,34.78,0.365,876.9211
2019-01-14 17:50:00,107.2,69.74,44.62,0,25.29,36.08,0.397,876.7012
2019-01-14 18:00:00,48.61,45.28,33.42,0,24.8,37.99,1.174,876.665
2019-01-14 18:10:00,16.5,23.88,18.73,0,24.37,37.79,1.57,876.6005
2019-01-14 18:20:00,0,7.644,5.976,0,24.06,39.25,1.411,876.7662
2019-01-14 18:30:00,0,0.398,0.132,0,23.75,41.37,1.271,876.851
2019-01-14 18:40:00,0,0,0,0,23.38,42.59,1.132,877.1049
2019-01-14 18:50:00,0,0,0,0,22.95,45.83,1.359,877.2254
2019-01-14 19:00:00,0,0,0,0,22.27,43.65,2.685,877.5961
2019-01-14 19:10:00,0.043,0,0,0,22.35,39.12,2.114,877.5069
2019-01-14 19:20:00,0.069,0,0,0,22.4,38.81,2.277,877.9177
2019-01-14 19:30:00,0.159,0,0,0,22.37,39.05,3.188,878.0538
2019-01-14 19:40:00,0,0,0,0,22.22,39.05,1.386,878.3308
2019-01-14 19:50:00,0.024,0,0,0,22,39.02,2.053,878.4388
2019-01-14 20:00:00,0.028,0,0,0,21.85,39.22,1.641,878.6685
2019-01-14 20:10:00,0.057,0,0,0,21.73,38.3,1.858,879.0758
2019-01-14 20:20:00,0.04,0,0,0,21.57,38.61,1.851,878.7658
2019-01-14 20:30:00,0.085,0,0,0,21.38,36.74,1.892,879.0525
2019-01-14 20:40:00,0.168,0,0,0,21.56,36.63,1.886,879.3881
2019-01-14 20:50:00,0.153,0,0,0,21.37,36.46,2.175,879.8946
2019-01-14 21:00:00,0.009,0,0,0,21.29,37.31,1.653,880.0666
2019-01-14 21:10:00,0.094,0,0,0,21.14,37.01,1.977,880.483
2019-01-14 21:20:00,0.035,0,0,0,20.97,37.62,1.5,880.4991
2019-01-14 21:30:00,0.046,0,0,0,20.84,38.06,1.361,880.5493
2019-01-14 21:40:00,0.064,0,0,0,20.69,38.27,1.52,880.9661
2019-01-14 21:50:00,0,0,0,0,20.51,38.51,0.43,881.0474
2019-01-14 22:00:00,0.098,0,0,0,20.41,39.02,0.874,881.2274
2019-01-14 22:10:00,0,0,0,0,20.18,40.89,0.571,881.0223
2019-01-14 22:20:00,0,0,0,0,19.85,40.76,1.04,881.1304
2019-01-14 22:30:00,0.03,0,0,0,19.73,42.77,0.785,881.6774
2019-01-14 22:40:00,0.188,0,0,0,19.47,42.6,1.828,881.342
2019-01-14 22:50:00,0.04,0,0,0,19.43,43.11,1.547,881.9553
2019-01-14 23:00:00,0.007,0,0,0,19.15,43.72,1.382,881.7668
2019-01-14 23:10:00,0.159,0,0,0,18.99,44.68,2.128,881.8405
2019-01-14 23:20:00,0.126,0,0,0,18.95,44.54,2.064,881.9064
2019-01-14 23:30:00,0.027,0,0,0,18.88,45.29,1.432,881.9798
2019-01-14 23:40:00,0,0,0,0,18.5,46.79,1.19,882.0367
2019-01-14 23:50:00,0,0,0,0,18.28,47.91,0.649,881.6678
2019-01-15 00:00:00,0,0,0,0,18.03,48.12,0.316,881.3835
2019-01-15 00:10:00,0.085,0,0,0,18.01,48.15,0.945,881.8732
2019-01-15 00:20:00,0,0,0,0,17.81,49.24,0.24,881.7753
2019-01-15 00:30:00,0.082,0,0,0,17.62,51.32,1.009,881.8652
2019-01-15 00:40:00,0.01,0,0,0,17.08,51.42,1.722,881.7336
2019-01-15 00:50:00,0.104,0,0,0,17.14,53.77,1.623,881.825
2019-01-15 01:00:00,0,0,0,0,16.39,53.43,1.198,881.9223
2019-01-15 01:10:00,0,0,0,0,15.95,56.74,1.814,881.6443
2019-01-15 01:20:00,0.002,0,0,0,15.76,56.16,2.255,881.644
2019-01-15 01:30:00,0.007,0,0,0,15.67,55.17,2.811,881.587
2019-01-15 01:40:00,0.134,0,0,0,16.04,54.15,2.138,881.6359
2019-01-15 01:50:00,0.002,0,0,0,15.8,57.52,1.928,881.5218
2019-01-15 02:00:00,0.04,0,0,0,15.3,55.31,2.095,881.4207
2019-01-15 02:10:00,0.143,0,0,0,15.67,55.58,1.969,881.3773
2019-01-15 02:20:00,0.153,0,0,0,15.6,54.12,2.12,881.3994
2019-01-15 02:30:00,0.363,0,0,0,15.9,53.34,2.33,881.3672
2019-01-15 02:40:00,0.344,0,0,0,15.87,53.2,2.976,881.2992
2019-01-15 02:50:00,0.387,0,0,0,16.07,51.63,2.805,881.317
2019-01-15 03:00:00,0.205,0,0,0,16.09,53.16,3.34,881.0505
2019-01-15 03:10:00,0.112,0,0,0,15.97,52.93,3.299,881.4131
2019-01-15 03:20:00,0,0,0,0,15.98,52.28,2.788,881.367
2019-01-15 03:30:00,0.123,0,0,0,16.18,50.47,2.689,881.2516
2019-01-15 03:40:00,0.058,0,0,0,16.34,50.78,1.796,881.2751
2019-01-15 03:50:00,0.018,0,0,0,16.28,51.39,1.342,881.041
2019-01-15 04:00:00,0,0,0,0,16.08,55.51,0.796,881.0887
2019-01-15 04:10:00,0,0,0,0,15.35,56.06,0.737,881.0023
2019-01-15 04:20:00,0,0,0,0,15.01,57.46,0,880.8971
2019-01-15 04:30:00,0,0,0,0,14.83,59.61,0.156,880.9462
2019-01-15 04:40:00,0.008,0,0,0,14.21,60.05,1.439,880.9309
2019-01-15 04:50:00,0.034,0,0,0,13.92,62.2,2.026,880.9431
2019-01-15 05:00:00,0.154,0,0,0,14.12,60.87,2.034,881.0043
2019-01-15 05:10:00,0.082,0,0,0,14.26,61.04,2.054,881.0464
2019-01-15 05:20:00,0,0,0,0,13.69,64.04,1.87,880.8994
2019-01-15 05:30:00,0.026,0,0,0,13.46,63.84,2.249,880.9075
2019-01-15 05:40:00,0.003,0,0,0,13.46,63.77,2.133,880.7687
2019-01-15 05:50:00,0.134,0,0,0,13.63,65.2,2.179,880.8386
2019-01-15 06:00:00,0.085,0,0,0,13.2,63.63,2.318,880.8603
2019-01-15 06:10:00,0.07,0,0,0,13.26,65.99,2.26,881.0266
2019-01-15 06:20:00,0.034,0,0,0,13.03,66.12,2.263,881.1529
2019-01-15 06:30:00,0,0,0,0,12.93,67.45,2.42,881.0765
2019-01-15 06:40:00,0.001,0,0,0,12.88,67.01,1.936,881.1306
2019-01-15 06:50:00,0.153,0,0,0,12.87,64.01,2.433,881.1703
2019-01-15 07:00:00,0.114,0,0,0,12.93,68.78,2.626,881.3678
2019-01-15 07:10:00,0.007,0,0,0,12.43,68.07,2.535,881.4448
2019-01-15 07:20:00,0.17,2.196,2.025,0,12.59,66.67,2.62,881.5613
2019-01-15 07:30:00,3.367,10.56,8.82,0,12.52,66.74,2.718,881.6804
2019-01-15 07:40:00,203.5,35.46,17.58,0,12.62,66.91,2.518,881.5427
2019-01-15 07:50:00,321.4,63.94,25.76,0,13.1,63.94,2.754,881.7695
2019-01-15 08:00:00,416.6,98.4,33.47,0,13.41,61.76,2.506,881.8483
2019-01-15 08:10:00,485.3,133.2,40.76,0,14.15,60.91,1.818,881.91
2019-01-15 08:20:00,534.7,166.3,45.06,0,14.91,56.75,1.161,882.1067
2019-01-15 08:30:00,600.5,206.4,49.22,0,16.44,50.92,0,882.3002
2019-01-15 08:40:00,640.6,243.8,53.41,0,18.52,50.3,0.073,882.3673
2019-01-15 08:50:00,673,280.7,56.52,0,18.98,46.69,0.074,882.6083
2019-01-15 09:00:00,703.2,318.6,59.72,0,19.69,47.95,0.563,882.7282
2019-01-15 09:10:00,743.6,359.3,61.72,0,19.64,42.39,0.58,882.6854
2019-01-15 09:20:00,764.5,394.9,64.38,0,19.95,43.24,0.857,882.7083
2019-01-15 09:30:00,781.8,428.6,67.21,0,20.29,43.01,1.174,882.7814
2019-01-15 09:40:00,780.7,457.4,70.94,0,20.15,43.48,1.392,882.7407
2019-01-15 09:50:00,801,490.2,72.38,0,20.53,43.07,0.786,882.7075
2019-01-15 10:00:00,828,526.8,72.54,0,20.91,41.23,1.263,882.4863
2019-01-15 10:10:00,838,558.1,74.49,0,20.59,43.89,2.248,882.5355
2019-01-15 10:20:00,859,588.6,73.15,0,20.16,41.16,1.933,882.4027
2019-01-15 10:30:00,890,624.2,70.39,0,21.32,39.67,1.904,882.2445
2019-01-15 10:40:00,905,652.8,69.8,0,21.45,41.3,1.751,882.1088
2019-01-15 10:50:00,913,678,70.82,0,21.33,39.43,2.021,881.9682
2019-01-15 11:00:00,913,702.1,73.91,0,21.34,40.62,2.842,882.0301
2019-01-15 11:10:00,918,724.7,76.28,0,21.95,38.27,2.656,881.9557
2019-01-15 11:20:00,895,735.1,85.3,0,22.17,37.96,3.15,881.7453
2019-01-15 11:30:00,836,728.2,99.3,0,22.24,38.2,3.053,881.695
2019-01-15 11:40:00,717.3,680.3,116.7,0,22.2,36.56,3.29,881.5204
2019-01-15 11:50:00,867,790.1,118.6,0,22.32,36.49,3.245,881.4429
2019-01-15 12:00:00,903,829,120.7,0,22.29,37.14,4.056,881.315
2019-01-15 12:10:00,909,824,108.4,0,22.67,36.53,2.995,881.0019
2019-01-15 12:20:00,917,836,109.5,0,23.17,34.55,2.726,881.0192
2019-01-15 12:30:00,914,839,109.4,0,23.72,34.38,3.461,880.8549
2019-01-15 12:40:00,905,839,113.6,0,23.75,34.14,1.904,880.5286
2019-01-15 12:50:00,890,834,114.3,0,23.37,33.93,2.843,880.4587
2019-01-15 13:00:00,883,829,116.4,0,23.49,33.39,0.847,880.0442
2019-01-15 13:10:00,865,819,119.3,0,24.03,33.29,2.816,880.0225
2019-01-15 13:20:00,854,813,123.6,0,24.26,31.99,2.132,879.8608
2019-01-15 13:30:00,851,806,124.3,0,24.49,30.73,1.274,879.5009
2019-01-15 13:40:00,839,791.3,124.4,0,25.23,30.59,1.813,790.662
2019-01-15 13:50:00,837,785.1,124.5,0,25.23,30.56,2.371,879.4863
2019-01-15 14:00:00,827,772.4,125.8,0,24.83,31.48,2.418,879.005
2019-01-15 14:10:00,817,756.4,127.5,0,25.08,30.22,1.984,878.7491
2019-01-15 14:20:00,792.3,732.3,131.4,0,24.9,31.34,1.432,878.5427
2019-01-15 14:30:00,780.9,722.8,140.4,0,24.83,30.76,1.893,878.2507
2019-01-15 14:40:00,717.9,680.2,153.9,0,25.97,29.44,1.719,878.1178
2019-01-15 14:50:00,747.7,694.8,162.4,0,25.85,29.57,1.946,878.0491
2019-01-15 15:00:00,727.3,651.1,147.1,0,26.37,28.62,2.002,877.8035
2019-01-15 15:10:00,714.9,616,134.6,0,26.2,28.55,1.322,877.8883
2019-01-15 15:20:00,622.3,540.9,129.5,0,26.6,28.69,1.177,877.7813
2019-01-15 15:30:00,686.8,574.8,142.9,0,26.63,28.89,2.441,877.5502
2019-01-15 15:40:00,649.5,522.4,130.7,0,26.21,28.45,1.424,877.5339
2019-01-15 15:50:00,612.2,480.5,123.9,0,26.74,28.38,1.407,877.4409
2019-01-15 16:00:00,610.3,465.5,125.4,0,26.6,28.75,2.602,877.2478
2019-01-15 16:10:00,589.5,424.6,117.7,0,27.04,27.29,0.917,877.1606
2019-01-15 16:20:00,586.9,397.6,109.7,0,26.95,28.58,1.338,877.1574
2019-01-15 16:30:00,547.6,360.2,106.3,0,26.6,28,1.508,877.0682
2019-01-15 16:40:00,509.9,319.4,99.2,0,27.36,26.68,0.538,877.116
2019-01-15 16:50:00,487.2,287.8,92.7,0,27.36,27.53,0.745,877.1039
2019-01-15 17:00:00,436.2,243.8,83.8,0,27.5,26.81,1.053,877.0653
2019-01-15 17:10:00,396.8,207.6,76.06,0,27.5,26.78,0.458,877.1648
2019-01-15 17:20:00,306.9,165.7,71.61,0,27.5,27.56,0.438,877.0905
2019-01-15 17:30:00,131.9,90,49.53,0,26.79,28.96,0.824,877.0377
2019-01-15 17:40:00,13.21,38.8,28.9,0,26.04,29.33,1.069,877.0062
2019-01-15 17:50:00,24.27,31.17,21.6,0,25.6,29.47,0.987,877.0467
2019-01-15 18:00:00,39.96,41.26,29.67,0,25.45,29.84,1.396,877.0109
2019-01-15 18:10:00,31.59,31.25,23.79,0,24.87,31.96,2.104,876.9403
2019-01-15 18:20:00,0.11,10.37,8.1,0,24.33,32.95,1.571,877.1385
2019-01-15 18:30:00,0,0.97,0.501,0,23.97,33.8,1.703,877.2303
2019-01-15 18:40:00,0,0,0,0,23.68,34.31,1.8,877.3613
2019-01-15 18:50:00,0,0,0,0,23.43,35.06,1.649,877.3535
2019-01-15 19:00:00,0,0,0,0,23.04,36.02,2.268,877.3582
2019-01-15 19:10:00,0,0,0,0,22.4,40.38,2.504,877.5145
2019-01-15 19:20:00,0,0,0,0,21.25,42.46,3.585,877.6122
2019-01-15 19:30:00,0,0,0,0,20.65,43.62,3.831,877.635
2019-01-15 19:40:00,0,0,0,0,20.44,44.85,2.28,877.8235
2019-01-15 19:50:00,0,0,0,0,20.28,44.78,1.504,877.9559
2019-01-15 20:00:00,0,0,0,0,20.23,46,2.096,878.0873
2019-01-15 20:10:00,0,0,0,0,19.85,47.61,1.588,878.1685
2019-01-15 20:20:00,0.001,0,0,0,19.39,49.04,0.71,878.2838
2019-01-15 20:30:00,0.107,0,0,0,19.8,47.64,0.386,878.5121
2019-01-15 20:40:00,0,0,0,0,19.93,46.99,0.021,878.4545
2019-01-15 20:50:00,0.129,0,0,0,20.04,47.5,0.834,878.6108
2019-01-15 21:00:00,0.007,0,0,0,19.57,48.42,1.555,878.6996
2019-01-15 21:10:00,0.001,0,0,0,19.18,50.74,1.869,878.7255
2019-01-15 21:20:00,0,0,0,0,18.82,50.23,2.051,878.8228
2019-01-15 21:30:00,0.065,0,0,0,19.06,49.28,2.335,879.0112
2019-01-15 21:40:00,0,0,0,0,18.69,50.4,2.46,879.0273
2019-01-15 21:50:00,0.271,0,0,0,19.08,48.46,1.951,879.2728
2019-01-15 22:00:00,0,0,0,0,19.13,49.24,0.844,879.2813
2019-01-15 22:10:00,0,0,0,0,19.03,48.87,1.117,879.3539
2019-01-15 22:20:00,0,0,0,0,19.15,48.49,1.285,879.3464
2019-01-15 22:30:00,0,0,0,0,19.19,48.29,1.107,879.3545
2019-01-15 22:40:00,0.001,0,0,0,19.23,48.29,1.317,879.535
2019-01-15 22:50:00,0,0,0,0,19.08,48.76,1.273,879.4692
2019-01-15 23:00:00,0,0,0,0,18.92,49.34,1.251,879.6406
2019-01-15 23:10:00,0.192,0,0,0,18.9,49.17,1.591,879.8204
2019-01-15 23:20:00,0.026,0,0,0,18.51,49.86,2.064,879.6656
2019-01-15 23:30:00,0.387,0,0,0,18.8,49.24,2.311,879.894
2019-01-15 23:40:00,0.08,0,0,0,18.49,51.63,2.465,879.96
2019-01-15 23:50:00,0.109,0,0,0,18.5,49.86,2.551,879.9097
2019-01-16 00:00:00,0,0,0,0,18.51,52.1,2.171,879.9189
2019-01-16 00:10:00,0,0,0,0,17.68,55.48,2.364,880.0501
2019-01-16 00:20:00,0.11,0,0,0,17.48,53.67,2.916,880.1149
2019-01-16 00:30:00,0.083,0,0,0,17.61,52.89,2.778,880.2052
2019-01-16 00:40:00,0.183,0,0,0,17.87,53.06,2.633,880.0822
2019-01-16 00:50:00,0.192,0,0,0,17.91,52.58,3.046,880.2298
2019-01-16 01:00:00,0.207,0,0,0,18.31,49.86,2.133,880.1804
2019-01-16 01:10:00,0.152,0,0,0,18.7,52.14,1.166,880.2214
2019-01-16 01:20:00,0,0,0,0,18.27,52.21,0.333,880.1469
2019-01-16 01:30:00,0,0,0,0,17.7,55.51,1.178,880.1234
2019-01-16 01:40:00,0,0,0,0,17.36,56.36,1.499,880.058
2019-01-16 01:50:00,0.004,0,0,0,17.19,56.43,1.519,879.976
2019-01-16 02:00:00,0.003,0,0,0,17.01,56.57,1.56,879.9842
2019-01-16 02:10:00,0.116,0,0,0,17.05,59.74,1.885,880.0577
2019-01-16 02:20:00,0.159,0,0,0,16.76,54.69,2.246,880.1068
2019-01-16 02:30:00,0.238,0,0,0,17.66,54.97,1.626,880.0087
2019-01-16 02:40:00,0,0,0,0,16.96,59.29,1.387,879.9919
2019-01-16 02:50:00,0.143,0,0,0,16.57,55.85,2.128,880.0334
2019-01-16 03:00:00,0.044,0,0,0,16.51,58.89,1.923,880.017
2019-01-16 03:10:00,0.042,0,0,0,16.36,57.59,1.951,880.0414
2019-01-16 03:20:00,0.107,0,0,0,16.55,57.76,1.958,880.074
2019-01-16 03:30:00,0,0,0,0,16.11,61.37,1.788,879.9922
2019-01-16 03:40:00,0.033,0,0,0,15.8,61.03,2.128,879.9925
2019-01-16 03:50:00,0.023,0,0,0,15.74,60.32,2.323,879.9351
2019-01-16 04:00:00,0.225,0,0,0,15.96,60.66,2.374,879.9175
2019-01-16 04:10:00,0.147,0,0,0,15.97,59.67,2.191,879.9077
2019-01-16 04:20:00,0.161,0,0,0,16.1,60.63,2.399,879.8348
2019-01-16 04:30:00,0.003,0,0,0,15.71,62.91,2.078,879.8887
2019-01-16 04:40:00,0.102,0,0,0,15.46,61.1,2.876,879.8552
2019-01-16 04:50:00,0.041,0,0,0,15.61,61.48,2.355,879.8999
2019-01-16 05:00:00,0.067,0,0,0,15.65,60.39,2.245,879.8716
2019-01-16 05:10:00,0.155,0,0,0,15.84,61.55,2.11,879.9297
2019-01-16 05:20:00,0,0,0,0,15.12,64.04,2.4,879.8976
2019-01-16 05:30:00,0.007,0,0,0,15.15,62.81,2.819,880.1023
2019-01-16 05:40:00,0.047,0,0,0,15.36,62.64,2.143,880.1781
2019-01-16 05:50:00,0.004,0,0,0,15.07,63.19,2.069,880.1639
2019-01-16 06:00:00,0.188,0,0,0,15.31,62.81,2.765,880.2786
2019-01-16 06:10:00,0.026,0,0,0,15.11,63.53,2.03,880.3445
2019-01-16 06:20:00,0,0,0,0,14.72,66.87,1.999,880.3917
2019-01-16 06:30:00,0,0,0,0,14.51,66.09,1.931,880.4471
2019-01-16 06:40:00,0,0,0,0,14.43,67.11,1.658,880.3834
2019-01-16 06:50:00,0.152,0,0,0,14.59,66.43,1.557,880.3596
2019-01-16 07:00:00,0,0,0,0,14.5,67.25,1.1,880.6465
2019-01-16 07:10:00,0.001,0.026,0,0,14.18,68.92,1.796,880.8016
2019-01-16 07:20:00,0.124,3.293,2.633,0,13.93,69.15,1.876,880.949
2019-01-16 07:30:00,1.968,15.1,13.33,0,14.26,66.6,2.098,881.0059
2019-01-16 07:40:00,94.9,40.84,29.95,0,15.01,62.37,1.681,881.0591
2019-01-16 07:50:00,180.5,82.8,55.42,0,16.21,60.91,1.325,881.1469
2019-01-16 08:00:00,252.1,125.6,77.52,0,16.13,61.18,1.705,881.195
2019-01-16 08:10:00,294.2,150.1,85.8,0,16.44,60.29,1.776,881.389
2019-01-16 08:20:00,285.2,154.5,79.6,0,17.24,56.84,1.245,881.5298
2019-01-16 08:30:00,335.3,185.7,84.9,0,17.97,56.09,1.167,881.5845
2019-01-16 08:40:00,417.7,224.1,87.5,0,18.36,54.46,1.044,881.7373
2019-01-16 08:50:00,464.7,258.7,91.5,0,18.75,51.01,0.571,881.7042
2019-01-16 09:00:00,481.5,292.6,99.5,0,19.17,49.82,1.159,881.8088
2019-01-16 09:10:00,421.3,291.4,103,0,19.54,48.46,1.002,881.6771
2019-01-16 09:20:00,433.7,316.2,107.8,0,20.07,48.56,1.694,881.7833
2019-01-16 09:30:00,515,366.6,110.8,0,20.11,48.53,1.862,881.7108
2019-01-16 09:40:00,635.1,448,120.5,0,20.07,49,2.392,881.9306
2019-01-16 09:50:00,583.6,444,120,0,20.31,48.53,2.57,881.8741
2019-01-16 10:00:00,645.4,498.5,125.4,0,20.52,49.11,2.954,881.9304
2019-01-16 10:10:00,688.9,598.6,175.6,0,20.68,46.99,2.606,881.792
2019-01-16 10:20:00,426.9,502.6,202.2,0,21,47.13,2.236,881.7339
2019-01-16 10:30:00,356.5,463.2,192.7,0,21.13,46.41,2.071,881.8709
2019-01-16 10:40:00,679.8,667.3,201.9,0,21.27,44.37,2.825,881.7966
2019-01-16 10:50:00,522.9,567.1,178,0,21.79,43.75,2.725,881.9107
2019-01-16 11:00:00,489.2,570.9,193.4,0,21.96,43.62,2.442,881.8135
2019-01-16 11:10:00,496.1,577.1,183.5,0,22.23,42.15,1.182,881.7438
2019-01-16 11:20:00,544,650,214.1,0,22.67,41.4,1.298,881.4238
2019-01-16 11:30:00,577.4,679.9,212.3,0,23.47,40.79,1.186,881.3542
2019-01-16 11:40:00,443.2,622.4,233.5,0,22.78,43.1,1.878,881.1389
2019-01-16 11:50:00,604.7,774.4,270.2,0,22.8,40.31,1.362,880.8323
2019-01-16 12:00:00,651.8,776.9,237.2,0,23.65,38.03,0.749,880.6674
2019-01-16 12:10:00,688.7,821,239.9,0,23.77,39.66,2.084,880.5855
2019-01-16 12:20:00,386.2,615.1,247.1,0,24.12,37.38,1.789,880.3311
2019-01-16 12:30:00,127.4,389.9,225.9,0,24.09,39.45,2.226,880.2139
2019-01-16 12:40:00,487,689.6,252.1,0,23.7,37.85,1.7,880.0182
2019-01-16 12:50:00,450.5,663.5,238.6,0,24.11,36.49,1.822,879.697
2019-01-16 13:00:00,108.4,423,273.4,0,24.52,35.88,1.838,879.5946
2019-01-16 13:10:00,312,589.6,274,0,24.61,34.24,1.537,879.2855
2019-01-16 13:20:00,244,547.3,278.5,0,24.65,37,2.664,878.9754
2019-01-16 13:30:00,350.6,655.6,310.3,0,24.85,35.36,2.478,878.8032
2019-01-16 13:40:00,429.9,743.6,341.9,0,25.38,35.4,2.509,878.5535
2019-01-16 13:50:00,174.1,498.1,301.6,0,25.31,34.44,1.998,878.5067
2019-01-16 14:00:00,75.51,426.3,308.6,0,25.65,32.67,0.933,878.2052
2019-01-16 14:10:00,47.93,399.4,313.7,0,25.82,33.29,2.114,878.1249
2019-01-16 14:20:00,23.85,395.4,331.5,0,25.28,34.27,1.576,877.9828
2019-01-16 14:30:00,69.11,452.7,350.5,0,25.95,33.18,0.862,877.6561
2019-01-16 14:40:00,92.7,456.8,335.1,0,26.08,33.29,1.274,877.5995
2019-01-16 14:50:00,81.2,404.9,298.3,0,26.4,33.05,1.368,877.5034
2019-01-16 15:00:00,47.21,373.1,294.2,0,26.15,33.22,1.195,877.378
2019-01-16 15:10:00,92,413.7,303.1,0,25.79,33.66,2.34,877.2275
2019-01-16 15:20:00,70.58,369.2,278.8,0,25.33,35.3,2.296,877.2658
2019-01-16 15:30:00,77.16,357.4,268.4,0,25.23,33.66,1.723,877.0474
2019-01-16 15:40:00,236.3,462.6,279.9,0,26.27,31.86,0.715,876.8475
2019-01-16 15:50:00,362.1,473.3,234,0,26.99,31.51,0.422,876.7886
2019-01-16 16:00:00,402,429.3,184.2,0,27.21,30.8,1.148,876.7849
2019-01-16 16:10:00,222.3,309.3,160.6,0,26.9,31.96,0.636,876.6694
2019-01-16 16:20:00,78.37,232.2,163.5,0,26.41,32.6,0.983,876.4988
2019-01-16 16:30:00,59.77,215.7,161.6,0,25.99,32.67,0.549,876.5003
2019-01-16 16:40:00,46.44,202.4,157.2,0,26.22,32.02,0.319,876.4274
2019-01-16 16:50:00,233.2,273.6,160.7,0,27.09,31.48,0.121,876.4083
2019-01-16 17:00:00,245,252.8,145.7,0,27.51,31.58,0.724,876.5446
2019-01-16 17:10:00,151,156.8,93.1,0,26.73,30.83,0.334,876.4977
2019-01-16 17:20:00,230.3,169.3,90.3,0,26.69,31,0.608,876.4763
2019-01-16 17:30:00,274.4,173.5,93.6,0,26.69,31.62,1.108,876.5092
2019-01-16 17:40:00,201,111.6,63.22,0,26.28,32.09,1.284,876.7678
2019-01-16 17:50:00,181.7,75.3,39.32,0,26.17,32.4,0.478,876.931
2019-01-16 18:00:00,78.85,41.57,26.38,0,25.8,34.45,2.303,876.8508
2019-01-16 18:10:00,23.64,18.11,12.19,0,24.92,35.54,2.165,876.7363
